Stock,Price,Volume
MSFT,253.36782095006475,27057
META,383.43339261631934,21414
AMZN,1780.6221225388242,47883
AAPL,1753.6612533608843,57749
AAPL,1720.992266141381,76617
AAPL,2077.026233866046,28098
META,2575.444163132539,54196
META,1670.8207062209804,56832
MSFT,1461.9355769625906,22655
AAPL,2676.780069856731,12105
TSLA,2388.258757288551,83846
MSFT,1575.6197121300959,44144
META,327.5525629350749,86692
META,948.2407694148022,94671
AMZN,2590.62984483358,25735
MSFT,1892.713942948946,36268
AAPL,251.27795456212735,66467
AAPL,2274.5657956674413,50035
TSLA,1457.9320985886898,95941
AMZN,139.73167792398277,64377
AMZN,1997.4679374050609,49233
MSFT,639.2877041403838,50604
META,357.9797963730366,78314
META,863.642545074219,64884
AAPL,767.343420362453,50798
AAPL,2216.051050941952,3957
MSFT,2559.2219865593174,50523
GOOGL,1648.4153208879623,45462
AAPL,1084.7426835606766,60342
AMZN,2286.8820293273225,99567
META,2309.8734880373104,58837
MSFT,909.4262043574744,84507
MSFT,206.82486546589973,14419
TSLA,2579.8066356586573,98862
AAPL,349.6859999894082,39978
META,1382.8389123802772,81792
AAPL,1349.5367302564277,66282
AMZN,1201.4336343102555,76359
GOOGL,1179.6729385087103,47474
AMZN,2445.378142805092,56045
GOOGL,261.25988710362776,34886
TSLA,2543.487353804693,36849
AMZN,2634.547868684587,5863
META,2296.091045072621,96026
META,1942.8887699776665,10334
AMZN,2150.0258527092014,26837
AAPL,2046.3305318252344,44850
AMZN,2122.622190321961,61336
AAPL,1740.2916242319418,50114
TSLA,1057.9425402678448,57001
GOOGL,2925.4508453469425,14564
AMZN,1808.084521956746,82314
META,912.0277247747426,25444
META,1929.851447940773,53136
TSLA,2220.789026946461,98474
AAPL,2751.3396653895484,16667
GOOGL,2453.5255485897374,88744
AMZN,1890.1271319022392,5051
AMZN,2654.9999842549187,22931
MSFT,2009.8393076445946,94288
META,514.412244346573,64470
AMZN,973.0493697628459,38523
TSLA,528.6638338122059,28846
META,404.6903812916341,71516
META,1843.137363104555,86706
AMZN,653.5336244349256,34249
AMZN,2786.1385053569225,63796
MSFT,1798.5969205566287,74602
MSFT,836.3936102148721,18735
MSFT,1716.0223224628576,76080
AMZN,2153.549636267771,88027
GOOGL,1458.3696534209923,12011
GOOGL,2724.945523312757,46568
TSLA,1755.2703902261894,19640
AMZN,1734.5050722966098,80634
MSFT,709.9422431258878,16643
GOOGL,353.38228308318475,72892
AMZN,2324.623025625239,48098
META,1626.3104816420482,60245
META,1336.8555008850794,95260
META,2366.63926773111,97195
MSFT,1264.1996764944927,51661
TSLA,1804.4348223368518,85307
GOOGL,429.90844092535923,70970
GOOGL,2961.1620433619482,60888
AAPL,576.6545282246312,50989
MSFT,590.2700223212518,36314
META,1377.2290220298619,13391
AAPL,849.9353222292181,26378
TSLA,1925.7881516685839,59154
AAPL,137.58117947607116,86529
AMZN,1634.595152650085,13130
GOOGL,2463.3997479361083,85187
META,2854.106725050041,68048
META,2245.695887546687,24806
AAPL,642.9898295082655,61991
AAPL,2039.7085450122859,85518
META,2068.707529380896,97921
MSFT,1525.1858038987193,83125
MSFT,2313.3225256228384,40214
AAPL,2342.6787622771867,47175
AMZN,2144.848978619947,78361
AAPL,845.9079824891461,55091
AMZN,2786.7975389481444,70363
AAPL,233.73087068047974,68917
TSLA,2916.0025778070103,14630
TSLA,1642.2069103915264,99855
AAPL,1992.8694280831503,45674
MSFT,2511.943424851279,28267
AMZN,571.3903383700701,71684
TSLA,2699.976124916774,63937
AMZN,127.48278802963385,23981
GOOGL,2796.343631385663,41205
META,1293.0812235838555,22042
MSFT,2986.7574304245286,1864
MSFT,769.2497298921231,14875
GOOGL,2031.3502186310513,11965
MSFT,2562.6226097844287,52026
META,164.85724240093612,16452
TSLA,169.6746527656209,52241
META,196.06925566491265,11646
GOOGL,117.29819610045631,70499
META,719.2749303223943,13493
META,2432.4561029530755,52244
TSLA,739.2003268718012,6666
TSLA,1130.31096773104,73261
META,235.0667342056124,84455
META,987.8723432069194,13783
GOOGL,331.45593998712195,45060
AMZN,925.551036505849,90619
META,1768.2977312523376,18045
AMZN,862.0530035063349,30483
MSFT,1913.635560434397,10150
GOOGL,1994.6388968461001,67576
TSLA,1774.5809190487353,73475
AMZN,1396.9963887991753,83728
AMZN,860.5756099897894,16315
MSFT,526.547368653429,35266
MSFT,1436.7079040071935,9395
META,1884.0767462732977,34965
META,432.58799493865024,13140
MSFT,723.5240343969751,86166
MSFT,619.3942361763338,93207
GOOGL,767.8896247511062,95841
AAPL,438.12480998604104,94812
AMZN,1320.6391000325752,23374
MSFT,1030.06659838722,97521
TSLA,1866.0661509947129,98643
AMZN,2720.997496403943,69197
MSFT,1834.8930968419,74808
MSFT,624.9467366017453,59120
GOOGL,423.0164873030733,6736
AAPL,1998.1504237955596,53609
AAPL,2477.487924874713,20609
GOOGL,1034.201310157784,45573
TSLA,1580.2819570431284,4758
AAPL,2381.0883032857764,72884
TSLA,148.98387317150895,98993
AMZN,2120.1307552174717,28090
AMZN,1575.8989463891974,86915
AAPL,2206.596614509759,72473
AAPL,2629.8754815448656,16965
AMZN,1534.2708677278308,28958
META,2582.0453043245943,44317
AMZN,136.8211225998482,54647
AAPL,1927.2352411059653,8774
AMZN,2962.0366940834683,93894
AAPL,951.5802078667638,97786
META,2197.16094304012,37557
GOOGL,750.8789067927326,53843
MSFT,2921.890636498019,22518
AAPL,1387.895757767192,96698
TSLA,2062.985588295418,68076
AAPL,1571.0230085623816,79326
AMZN,334.24152816683363,85698
TSLA,2411.2629663282573,2118
TSLA,803.1904610969651,47862
MSFT,909.5367242937958,22881
AAPL,188.25472817177013,55186
GOOGL,1709.8326622710586,24777
TSLA,1659.011910866317,75152
TSLA,633.8051651690412,74825
GOOGL,2199.4562862544085,89378
TSLA,234.85591762388623,82662
AMZN,2374.5145616315212,43093
GOOGL,2981.781499691558,19215
AMZN,564.269557699792,24580
AAPL,1012.7221069879154,41799
META,947.9605786279817,94933
META,1682.7985345686739,42013
META,390.21820235352476,28132
AAPL,1553.0299169668358,41329
AAPL,2702.120185549746,19275
META,1395.1863433514256,4556
AMZN,2059.046946292545,89246
TSLA,2506.6308935292477,78632
TSLA,2034.294499409636,54417
META,1001.87419494023,24448
GOOGL,1047.6798552148807,41547
GOOGL,2021.2455916613646,44816
TSLA,586.4806817064348,59630
MSFT,226.34449881711294,35449
AMZN,172.46503595995904,95433
AMZN,1156.8311393375907,68960
AMZN,2300.6946302822366,96293
MSFT,2213.8658874310527,61875
GOOGL,1394.2218760735789,43555
META,926.5107816631819,31951
GOOGL,247.67082102372925,18976
AMZN,141.46696019224652,58028
META,135.1458385917035,93985
GOOGL,1752.1609604126131,37981
AMZN,2712.189889285892,22877
TSLA,2579.686445662745,82372
TSLA,611.9080310180651,21281
GOOGL,1089.5508071223405,62201
META,790.9723468559573,5105
MSFT,1244.3784491979945,94745
GOOGL,1146.0171408798553,12176
META,1475.1517121305262,21179
AAPL,2947.5719948580954,96853
AMZN,2382.4485655773715,83249
AAPL,2758.7093847744068,34050
GOOGL,116.58408432335821,99454
TSLA,1603.7179409226126,3031
AMZN,2609.2891038053294,43184
GOOGL,2173.84804657868,99408
MSFT,978.3880784005922,95261
GOOGL,2097.8953737076254,15479
MSFT,1716.0621577220409,13698
TSLA,2158.2474897457455,49302
META,1477.8798400768806,2565
MSFT,2878.3384283445343,36723
AAPL,2981.4519970961974,57762
META,2947.4712345579505,17571
AAPL,1582.8817450383822,99577
AAPL,2500.877888799433,61145
AAPL,2831.320217403693,75919
AAPL,2646.2261844358704,33903
MSFT,1650.8149177714586,63714
AAPL,2987.421506625238,34297
AMZN,938.9562620602375,10630
MSFT,2892.9064362282766,82836
TSLA,994.2185289913956,84184
MSFT,1769.5446951962072,87909
GOOGL,299.93646239235545,12914
TSLA,2648.897256435011,43338
AAPL,1845.8828384162086,57044
AAPL,1254.1221825296661,74199
GOOGL,285.9933421871701,89125
META,2215.214149312002,86125
AAPL,1353.0185828814178,82949
TSLA,2362.2649041470168,90655
TSLA,2358.2746557073724,89705
TSLA,2568.2670461133193,32847
MSFT,1389.3880140583358,87948
MSFT,334.53990455288806,60470
TSLA,1850.8712652610895,28400
MSFT,2109.138851116866,73936
META,1315.1037948292346,73797
MSFT,2580.837906381503,67690
AMZN,2704.448876277935,80611
META,2785.612933183309,8320
MSFT,2603.076459887307,17682
AMZN,2576.150678323818,68010
META,2218.9967803190384,34495
AMZN,1251.8913749667852,67150
MSFT,678.6991404162492,58468
MSFT,995.8887449496101,55882
MSFT,445.76108870729524,59697
AAPL,2016.0710693741635,58886
AMZN,296.5793557108967,79338
AAPL,1168.354595610275,95640
TSLA,586.8851658437247,51588
MSFT,871.0717257504514,42363
TSLA,2500.9754441248965,60889
META,1832.5145141540913,85493
AAPL,719.1118628719485,75608
AMZN,940.3561914115378,92204
GOOGL,371.35778998685424,13460
MSFT,249.21348687880294,17333
TSLA,1489.2116572271268,75440
TSLA,1696.56080785011,14321
TSLA,1830.854336405644,80093
AAPL,2271.338805952808,72818
AAPL,667.9677566763157,43946
GOOGL,1613.480446343497,89439
META,1644.194652081756,4762
AAPL,673.0205225544554,5660
AMZN,1617.2528747414706,22446
AMZN,2226.798657796729,90012
TSLA,396.1857756218905,2701
MSFT,2245.322203731441,10117
TSLA,1532.4136949793924,67184
AMZN,949.2185789650629,79054
AMZN,749.4254881333904,55022
AMZN,1270.8863060444241,81206
TSLA,1261.8833904177663,19170
GOOGL,913.5596077052819,25881
MSFT,2023.9952440672164,14005
GOOGL,1197.889255620054,46993
GOOGL,479.4199623221022,22474
MSFT,1803.712307323159,12246
AMZN,606.6756987244214,40105
AMZN,441.82419177334765,45806
TSLA,2782.852705421179,47706
TSLA,1274.2816621591462,42720
GOOGL,1878.2168124841692,5486
MSFT,343.73526376905323,99009
MSFT,1023.1036697693854,75444
AAPL,2149.7213602799293,31140
AAPL,1136.9317507098713,8805
GOOGL,2305.2903588675217,42153
TSLA,1755.9141178963998,78605
AMZN,826.5037633803001,12070
META,2916.5404036200343,27552
AMZN,1064.0745019241067,16197
GOOGL,1359.9235880782812,34242
MSFT,551.1188775527401,94278
AAPL,663.391751714963,79029
TSLA,2367.037400554708,71159
MSFT,2619.3503512124908,33032
TSLA,1844.0678545427752,25444
TSLA,2865.62217808332,36654
GOOGL,2379.318916517348,52474
AAPL,1389.78908250581,67030
AAPL,1095.761306293048,52536
META,108.01068478474578,48931
AMZN,2801.12725627514,84260
MSFT,2604.0511087532445,12704
META,2528.7214655488747,58354
META,770.6619620845208,39736
MSFT,2643.0327164301116,22548
META,817.03360302882,16039
AAPL,2880.436311916998,92002
TSLA,2347.985676028441,69425
AMZN,1709.6140074284247,96049
META,1282.9030672453805,24999
AMZN,846.6613691660899,45799
TSLA,1294.067872327301,89424
AMZN,1585.4596438903136,19430
TSLA,1079.266011130634,21275
AMZN,161.7658527855513,80893
AAPL,522.9362694052852,25686
META,539.7612148421108,62342
AMZN,2769.0652974340132,63168
AMZN,1342.5815983434254,89614
MSFT,2034.9640030177409,76997
AMZN,1662.3752905495899,39750
META,677.6229012079775,60531
META,610.8551530289595,24578
TSLA,2568.81382274274,87628
AAPL,903.3436964337562,74068
AMZN,2289.5732852284464,11359
AAPL,1825.8395382309386,23822
AAPL,766.0028606913264,18142
AMZN,1877.1232693985637,2010
MSFT,1197.9411909829666,22797
GOOGL,1289.3314120605994,5675
AMZN,2255.426437657251,24601
GOOGL,1094.2508821468227,4690
AMZN,2579.22103668234,40255
AAPL,2648.9261070756793,68381
AMZN,1533.058959975132,59985
GOOGL,1813.4133536193187,19781
AAPL,2905.8381840647053,68410
AMZN,1142.5862296979667,20399
MSFT,1273.5167090395516,82100
TSLA,885.8005749596481,40648
AMZN,655.8014619351147,8387
MSFT,714.4052177411041,79512
GOOGL,1538.6274750207679,35333
META,844.8614023278819,40410
MSFT,1306.8962168631983,31669
TSLA,2787.2840686397876,21529
MSFT,2408.217439110934,78669
META,2685.0001336517394,87568
AMZN,1828.23682383213,78790
MSFT,1339.8947991852908,14921
AMZN,2540.227578734738,17803
GOOGL,979.0566742398098,80339
TSLA,2067.578856986087,12728
META,621.9355814146654,62483
MSFT,1812.7145577950196,67651
TSLA,1248.3261621279123,76426
MSFT,1187.4264917240828,46196
TSLA,1439.2374774317261,61489
MSFT,2810.4147887749828,88397
GOOGL,329.643769293926,73288
META,998.8897484305982,59754
META,637.3669950138749,56389
GOOGL,1885.4237844538027,45284
AMZN,1120.84363938867,74114
MSFT,1155.4369393714758,19512
GOOGL,1441.7274229789734,67025
GOOGL,775.9606043801044,12866
TSLA,2834.3182597808536,11825
GOOGL,2776.7996965530106,29235
GOOGL,282.3016097312167,55211
AMZN,1569.4082070699308,15919
AAPL,609.4389118838872,54365
META,2987.057674496675,32779
TSLA,2218.8718007978223,39273
GOOGL,2843.5174060500817,27844
AAPL,2582.950764015965,82691
AAPL,1965.7849328473042,7739
GOOGL,2865.9166974700192,7068
AMZN,1353.4230311336114,24540
META,1254.483517690497,31107
META,541.2973209182502,22000
META,2400.444082784652,75412
MSFT,2785.917477113956,54122
META,2246.5961783823514,6433
AMZN,975.4099802054543,45603
GOOGL,1641.3837792667696,41757
TSLA,1033.6493724399359,35526
MSFT,643.0698820984873,52755
MSFT,2010.010934782292,57986
GOOGL,2200.6288634735347,72160
GOOGL,1991.9941539139456,14061
TSLA,188.97032782198133,8152
META,2756.2052803353117,28036
AMZN,1150.4697196407958,21761
TSLA,1882.0777790730215,31291
META,2464.645217423444,79275
GOOGL,1710.8443957434988,74957
TSLA,2562.97047312692,40443
META,1279.6699653001376,69813
GOOGL,1130.1748230367748,80538
MSFT,1865.6606170809966,59077
TSLA,1090.395669146677,96328
AAPL,686.309122406679,73690
MSFT,969.8397472523011,71528
AAPL,1156.1788322199054,62849
GOOGL,1354.6393623054503,17891
AAPL,1047.4507773301882,30048
AMZN,600.8050315538878,38567
META,1911.2877113603042,96537
GOOGL,1836.2690198705586,64171
AAPL,622.1356498255544,51848
GOOGL,1138.0279153327797,57938
AMZN,2146.8954500167038,78176
AAPL,2485.097288202687,5049
AAPL,1235.8784955581307,19391
MSFT,1574.7248418289744,97057
AAPL,1250.5489490040072,53369
META,2810.0826220727417,98563
AAPL,2672.8449342521617,37671
GOOGL,2873.7577616817125,23588
AMZN,960.1980911016227,56674
TSLA,735.4392068222099,23076
META,2928.216060980429,72578
AMZN,1994.5963684821681,77597
AMZN,860.1170749925961,55286
AAPL,149.20650836044456,44422
TSLA,1401.2065998908445,87961
TSLA,2909.887383578632,41171
AMZN,747.891488521657,4073
GOOGL,1309.9418035497704,47109
TSLA,1225.2963089175416,80789
TSLA,1700.1011393946076,46174
META,1865.341229144067,13773
AMZN,2293.0404050404995,36720
META,2725.761532928709,17541
META,1432.4902855588587,50571
MSFT,2919.3470243348643,57746
TSLA,1925.3192803164493,68546
META,125.91634033073794,85010
META,1916.6457374059041,32785
AMZN,1020.3199993649525,83512
MSFT,1909.3941201770506,58687
AMZN,1463.8470465255432,30583
META,2692.6239372921223,88865
AMZN,1338.6415073661153,90167
GOOGL,967.6998178021968,23439
AAPL,204.94081580390502,31612
MSFT,176.41125890330932,29523
META,2656.2837083525665,7511
META,1725.6276211897023,93588
META,1375.2685285694363,57394
AAPL,2295.1702526230297,59230
MSFT,2161.670781764693,17715
META,2624.004528225258,85604
MSFT,2642.3132007625627,56787
META,1261.1396292445213,89718
TSLA,1836.198158413639,83137
GOOGL,2781.417860345403,42931
GOOGL,221.29231217066837,79925
AMZN,329.1631969849611,13217
AAPL,2048.746723559149,5787
META,2105.4437891554026,37356
META,945.7077149315119,2634
AMZN,1624.059960933418,95530
GOOGL,102.46686311593487,29181
AMZN,916.9245667771079,61716
GOOGL,1843.9177064906057,37083
GOOGL,1192.6318140386375,13809
MSFT,1520.1415953175165,85949
AMZN,2807.071780578917,5092
MSFT,262.2472091564207,20129
AMZN,1571.9472491405425,63303
META,1787.7900258424036,90107
GOOGL,2017.7474781594449,35397
META,2262.7247165072977,11453
GOOGL,528.0319129464001,90943
TSLA,2776.707086415366,91278
MSFT,1300.3334686196843,72634
META,1518.0082003059,87157
AAPL,2019.627839026867,35504
AMZN,1638.5631101790555,5802
META,1324.796366323325,49160
AAPL,2050.7613304477627,52717
TSLA,2044.569037407184,53519
GOOGL,745.6974920502676,48914
MSFT,1334.8114728027024,11063
AAPL,155.97007486636295,91735
MSFT,1426.5998340459655,78386
GOOGL,2683.355505473156,20562
MSFT,1960.6266399851327,53354
MSFT,2690.073068058393,49281
META,121.08515530616087,69002
AMZN,2344.8607962395813,91787
AAPL,2380.0215256649317,3795
TSLA,1239.7635496223274,21032
MSFT,1157.2135411780348,71843
MSFT,2763.945847909527,1488
META,1663.9160627610397,4943
TSLA,1420.5031568899426,95000
AAPL,1068.3071421808431,48172
GOOGL,1972.34696201759,13961
AMZN,2376.449727785301,36913
TSLA,2729.722391256323,55790
MSFT,282.79697191280457,52449
GOOGL,2334.9167627398174,42882
AMZN,2312.691919616453,89195
TSLA,1788.5188532101722,6282
MSFT,779.3213654447487,49288
AAPL,2089.4462270999957,56203
TSLA,1179.854338494666,70155
MSFT,963.11985770312,2277
GOOGL,1163.31774905447,54784
TSLA,1222.5436933212434,29793
AMZN,2166.9918886608853,10641
AAPL,2575.873272976934,60558
TSLA,1067.2633944728718,8831
META,494.1637053917472,55968
TSLA,1802.995440823693,60386
META,1514.3352478581878,68750
AAPL,1750.9433454490866,43613
META,614.584732524393,29721
GOOGL,1361.3261803284654,36595
AMZN,2416.8227706447105,57092
MSFT,1062.2601489036465,12444
GOOGL,1427.4217697805946,99653
MSFT,607.7991483218728,73798
META,2597.469031084954,15781
AMZN,1686.6460796270253,82676
GOOGL,1037.6239157060545,79131
TSLA,672.0749715925734,75647
GOOGL,1554.0664555730207,56590
MSFT,177.8495112184125,31205
TSLA,1646.6687604547426,57095
AAPL,2031.948128406204,50921
GOOGL,378.5813681123965,93648
GOOGL,973.0752939061073,97760
TSLA,2303.533612822954,27939
GOOGL,1362.8186515242678,8612
TSLA,1877.7809855661365,30365
AAPL,2709.5442858036727,44123
GOOGL,744.1854895001709,18501
MSFT,1469.4766893130063,58264
GOOGL,835.8884249184931,83599
TSLA,305.74825242936413,75090
TSLA,2991.1439674874287,58721
MSFT,1620.3798637859502,9997
MSFT,2708.8029333759873,60485
TSLA,1588.5120508295397,45057
META,2405.1929717395906,62349
TSLA,783.179960531707,63581
GOOGL,1434.1552708837887,49558
TSLA,1316.0940233668207,88900
MSFT,202.3759688523538,27531
GOOGL,2489.23816936953,56411
TSLA,218.77455245138603,42216
AAPL,741.2299513299977,11138
MSFT,1966.3151489738857,55638
META,345.28507518603766,83543
AAPL,1271.0904470844382,41046
GOOGL,2810.396143073245,23965
MSFT,1767.5885275107757,31494
GOOGL,1607.476421789733,91314
AMZN,468.4815672523734,96040
MSFT,1033.8719463901107,11686
GOOGL,2129.4248862957893,38297
AAPL,615.1218313562466,52128
GOOGL,1551.3073721932299,53864
TSLA,1519.0294292013302,54728
TSLA,655.1339946410536,47483
AAPL,1436.5351816862817,18190
GOOGL,101.80635944267648,47999
MSFT,323.62706732072576,74134
AAPL,1481.071788348459,85602
GOOGL,2623.711210086526,62264
AMZN,158.03225415205773,83676
TSLA,2392.303911288249,53978
AAPL,940.9562588810469,62552
GOOGL,2786.3225345709293,48706
AMZN,2794.2001833119975,92581
TSLA,757.3472434188083,95280
AMZN,327.25097842881075,10116
META,1394.5151009534604,37374
AAPL,722.5861031115701,33679
GOOGL,234.601830193591,9418
AMZN,1877.4056105167595,17694
AMZN,1067.6169176856101,59703
AMZN,1556.3173443216876,55849
MSFT,1176.5549195337187,6946
AMZN,2611.0653417968338,25898
GOOGL,2274.666257630664,56688
GOOGL,2284.354934726007,54113
GOOGL,813.7234437615801,99607
TSLA,395.8129621042267,93827
AMZN,450.1356127432073,51579
AAPL,1663.3663707805467,29900
TSLA,2452.4438121553626,72122
META,2678.27716860812,48014
MSFT,1045.5391810589995,98699
GOOGL,1418.679213678883,32216
MSFT,224.77024582743283,63378
TSLA,378.13882596775807,94432
MSFT,1751.3021065521352,73831
TSLA,2451.301913987089,91102
META,1589.9480998783104,86616
MSFT,1976.4964911395148,22101
GOOGL,2255.462425873784,96088
META,2507.8369536064847,15134
AMZN,1544.498601658368,15077
GOOGL,921.1711673719965,32839
META,485.15943545395044,82287
GOOGL,2142.158197983713,63388
GOOGL,2324.6800963934497,42180
AMZN,1042.3937021555926,9505
GOOGL,1267.251517920807,66090
TSLA,2097.4137027708784,49900
META,2702.54931300522,18882
MSFT,1923.8034871096036,16885
AMZN,2694.383383443493,14850
AAPL,2660.7296490303493,4308
META,2233.963346516431,24169
TSLA,1799.5287399697518,71710
META,809.0840359671646,76822
AMZN,311.7576052335158,89648
MSFT,1012.3805412042874,44013
AMZN,2589.5416619749567,89260
TSLA,1964.5345023635887,99045
TSLA,1376.2967333180643,15988
META,2262.2061529120783,66938
AAPL,2043.9276214369918,8662
GOOGL,2409.8731913203937,36553
MSFT,2788.334170890783,64618
META,1348.0307808203106,68007
TSLA,2617.992156152371,63767
TSLA,110.41517329878656,98954
MSFT,2156.539779317407,67709
META,1213.8279080252348,65380
TSLA,1787.4394563445826,49657
AAPL,1523.8687898223825,33875
AAPL,1817.967398999962,29829
GOOGL,1866.7427972593796,44467
META,910.9021486418587,83144
META,905.2307664671249,26683
META,469.84684794269305,42728
AMZN,1762.136040787221,35581
MSFT,271.88162486077067,79492
AAPL,2880.995900256092,71838
AAPL,1003.6522992188904,83176
AAPL,620.6214876578148,72718
AAPL,1330.8580579535876,2970
GOOGL,2117.864072276296,51138
TSLA,282.2071808208694,11931
META,678.929780291617,74473
AAPL,2072.478063446284,33935
META,2593.4808089579847,77972
GOOGL,1150.2619654078994,91527
AMZN,614.7705048134644,38022
META,1288.8130994433186,19184
TSLA,622.598966405038,42178
AMZN,2917.150586650557,66669
TSLA,1208.7065956026597,74477
META,1698.2583950482392,53469
